No,Nama KKKS,Tahun,Bulan,Jenis Interaksi,Detail Aktivitas,Keterangan,Skor,Label
604,PT Medco E&P Malaka,2025,Juni,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
605,PT Medco E&P Malaka,2025,Juni,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
606,PT Medco E&P Malaka,2025,Juni,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
607,PT Medco E&P Malaka,2025,Juni,Partisipasi,Knowledge Sharing Session,Memberikan edukasi K3LL kepada tim teknis BPMA,3,Harmonis
608,PT Medco E&P Malaka,2025,Juni,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
609,PT Medco E&P Malaka,2025,Juni,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
610,PT Pema Global Energi,2025,Juni,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
611,PT Pema Global Energi,2025,Juni,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
612,PT Pema Global Energi,2025,Juni,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
613,PT Pema Global Energi,2025,Juni,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
614,PT Pema Global Energi,2025,Juni,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,2,Harmonis
615,PT Pema Global Energi,2025,Juni,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
616,PT Pema Global Energi,2025,Juni,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
617,Triangle Pase,2025,Juni,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
618,Triangle Pase,2025,Juni,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
619,Triangle Pase,2025,Juni,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
620,Triangle Pase,2025,Juni,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
621,Triangle Pase,2025,Juni,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
622,Triangle Pase,2025,Juni,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
623,Triangle Pase,2025,Juni,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
624,Zaratex N.V.,2025,Juni,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
625,Zaratex N.V.,2025,Juni,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
626,Zaratex N.V.,2025,Juni,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
627,Zaratex N.V.,2025,Juni,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
628,Zaratex N.V.,2025,Juni,Partisipasi,Knowledge Sharing Session,Memberikan edukasi K3LL kepada tim teknis BPMA,3,Harmonis
629,Zaratex N.V.,2025,Juni,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
630,Zaratex N.V.,2025,Juni,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
631,Conrad Asia Energy,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
632,Conrad Asia Energy,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
633,Conrad Asia Energy,2025,Juli,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
634,Conrad Asia Energy,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
635,Conrad Asia Energy,2025,Juli,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
636,Conrad Asia Energy,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
637,Conrad Asia Energy,2025,Juli,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
638,PT Medco E&P Malaka,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
639,PT Medco E&P Malaka,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
640,PT Medco E&P Malaka,2025,Juli,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
641,PT Medco E&P Malaka,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
642,PT Medco E&P Malaka,2025,Juli,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
643,PT Medco E&P Malaka,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
644,PT Medco E&P Malaka,2025,Juli,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
645,PT Pema Global Energi,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
646,PT Pema Global Energi,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
647,PT Pema Global Energi,2025,Juli,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
648,PT Pema Global Energi,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
649,PT Pema Global Energi,2025,Juli,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
650,PT Pema Global Energi,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
651,PT Pema Global Energi,2025,Juli,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
652,Triangle Pase,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
653,Triangle Pase,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
654,Triangle Pase,2025,Juli,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
655,Triangle Pase,2025,Juli,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
656,Triangle Pase,2025,Juli,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
657,Triangle Pase,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
658,Triangle Pase,2025,Juli,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
659,Zaratex N.V.,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
660,Zaratex N.V.,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
661,Zaratex N.V.,2025,Juli,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
662,Zaratex N.V.,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
663,Zaratex N.V.,2025,Juli,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
664,Zaratex N.V.,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
665,Zaratex N.V.,2025,Juli,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
666,Conrad Asia Energy,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
667,Conrad Asia Energy,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
668,Conrad Asia Energy,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
669,Conrad Asia Energy,2025,Agustus,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
670,Conrad Asia Energy,2025,Agustus,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
671,Conrad Asia Energy,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
672,Conrad Asia Energy,2025,Agustus,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
673,PT Medco E&P Malaka,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
674,PT Medco E&P Malaka,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
675,PT Medco E&P Malaka,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
676,PT Medco E&P Malaka,2025,Agustus,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
677,PT Medco E&P Malaka,2025,Agustus,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,2,Harmonis
678,PT Medco E&P Malaka,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
679,PT Medco E&P Malaka,2025,Agustus,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
680,PT Pema Global Energi,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
681,PT Pema Global Energi,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
682,PT Pema Global Energi,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
683,PT Pema Global Energi,2025,Agustus,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
684,PT Pema Global Energi,2025,Agustus,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
685,PT Pema Global Energi,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
686,PT Pema Global Energi,2025,Agustus,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
687,Triangle Pase,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
688,Triangle Pase,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
689,Triangle Pase,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
690,Triangle Pase,2025,Agustus,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
691,Triangle Pase,2025,Agustus,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
692,Triangle Pase,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
693,Triangle Pase,2025,Agustus,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
694,Zaratex N.V.,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
695,Zaratex N.V.,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
696,Zaratex N.V.,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
697,Zaratex N.V.,2025,Agustus,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
698,Zaratex N.V.,2025,Agustus,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
699,Zaratex N.V.,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
700,Zaratex N.V.,2025,Agustus,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
701,Conrad Asia Energy,2025,September,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
702,Conrad Asia Energy,2025,September,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
703,Conrad Asia Energy,2025,September,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
704,Conrad Asia Energy,2025,September,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
705,Conrad Asia Energy,2025,September,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,2,Harmonis
706,Conrad Asia Energy,2025,September,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
707,Conrad Asia Energy,2025,September,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
708,PT Medco E&P Malaka,2025,September,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
709,PT Medco E&P Malaka,2025,September,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
710,PT Medco E&P Malaka,2025,September,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
711,PT Medco E&P Malaka,2025,September,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
712,PT Medco E&P Malaka,2025,September,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
713,PT Medco E&P Malaka,2025,September,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
714,PT Medco E&P Malaka,2025,September,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
715,PT Pema Global Energi,2025,September,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
716,PT Pema Global Energi,2025,September,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
717,PT Pema Global Energi,2025,September,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
718,PT Pema Global Energi,2025,September,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
719,PT Pema Global Energi,2025,September,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
720,PT Pema Global Energi,2025,September,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
721,PT Pema Global Energi,2025,September,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
722,Triangle Pase,2025,September,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
723,Triangle Pase,2025,September,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
724,Triangle Pase,2025,September,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
725,Triangle Pase,2025,September,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
726,Triangle Pase,2025,September,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
727,Triangle Pase,2025,September,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
728,Triangle Pase,2025,September,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
729,Zaratex N.V.,2025,September,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
730,Zaratex N.V.,2025,September,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
731,Zaratex N.V.,2025,September,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
732,Zaratex N.V.,2025,September,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
733,Zaratex N.V.,2025,September,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
734,Zaratex N.V.,2025,September,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
735,Zaratex N.V.,2025,September,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
736,Conrad Asia Energy,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
737,Conrad Asia Energy,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
738,Conrad Asia Energy,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
739,Conrad Asia Energy,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
740,Conrad Asia Energy,2025,Oktober,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
741,Conrad Asia Energy,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
742,Conrad Asia Energy,2025,Oktober,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
743,PT Medco E&P Malaka,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
744,PT Medco E&P Malaka,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
745,PT Medco E&P Malaka,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
746,PT Medco E&P Malaka,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
747,PT Medco E&P Malaka,2025,Oktober,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
748,PT Medco E&P Malaka,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
749,PT Medco E&P Malaka,2025,Oktober,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
750,PT Pema Global Energi,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
751,PT Pema Global Energi,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
752,PT Pema Global Energi,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
753,PT Pema Global Energi,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
754,PT Pema Global Energi,2025,Oktober,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
755,PT Pema Global Energi,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
756,PT Pema Global Energi,2025,Oktober,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
757,Triangle Pase,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
758,Triangle Pase,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
759,Triangle Pase,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
760,Triangle Pase,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
761,Triangle Pase,2025,Oktober,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,2,Harmonis
762,Triangle Pase,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
763,Triangle Pase,2025,Oktober,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
764,Zaratex N.V.,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
765,Zaratex N.V.,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
766,Zaratex N.V.,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
767,Zaratex N.V.,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
768,Zaratex N.V.,2025,Oktober,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
769,Zaratex N.V.,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
770,Zaratex N.V.,2025,Oktober,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
771,Conrad Asia Energy,2025,November,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
772,Conrad Asia Energy,2025,November,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
773,Conrad Asia Energy,2025,November,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
774,Conrad Asia Energy,2025,November,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
775,Conrad Asia Energy,2025,November,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
776,Conrad Asia Energy,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
777,Conrad Asia Energy,2025,November,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
778,PT Medco E&P Malaka,2025,November,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
779,PT Medco E&P Malaka,2025,November,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
780,PT Medco E&P Malaka,2025,November,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
781,PT Medco E&P Malaka,2025,November,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
782,PT Medco E&P Malaka,2025,November,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
783,PT Medco E&P Malaka,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
784,PT Medco E&P Malaka,2025,November,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
785,PT Pema Global Energi,2025,November,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
786,PT Pema Global Energi,2025,November,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
787,PT Pema Global Energi,2025,November,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
788,PT Pema Global Energi,2025,November,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
789,PT Pema Global Energi,2025,November,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,2,Harmonis
790,PT Pema Global Energi,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
791,PT Pema Global Energi,2025,November,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
792,Triangle Pase,2025,November,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
793,Triangle Pase,2025,November,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
794,Triangle Pase,2025,November,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
795,Triangle Pase,2025,November,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
796,Triangle Pase,2025,November,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
797,Triangle Pase,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
798,Triangle Pase,2025,November,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
799,Zaratex N.V.,2025,November,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
800,Zaratex N.V.,2025,November,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
801,Zaratex N.V.,2025,November,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
802,Zaratex N.V.,2025,November,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
803,Zaratex N.V.,2025,November,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
804,Zaratex N.V.,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
